,customerid,products_per_customer
7159,9763,5
7160,16945,3
7161,9774,9
7162,3029,9
7163,252,19
7164,15860,2
7165,18922,3
7166,16621,4
7167,12348,11
7168,4212,4
7169,17842,18
7170,7450,8
7171,12418,6
7172,17167,1
7173,8870,5
7174,18680,3
7175,13869,2
7176,1374,1
7177,4338,7
7178,7461,6
7179,14966,7
7180,19371,5
7181,1264,9
7182,902,17
7183,6041,5
7184,11225,1
7185,12627,7
7186,2027,5
7187,17771,7
7188,12971,1
7189,15691,4
7190,8847,3
7191,2236,5
7192,14633,8
7193,10158,6
7194,250,8
7195,5324,9
7196,9551,2
7197,4414,15
7198,8372,16
7199,1206,3
7200,8846,3
7201,10146,3
7202,6067,7
7203,12185,1
7204,16417,6
7205,4083,1
7206,14235,1
7207,18236,8
7208,18135,10
7209,15264,9
7210,14950,13
7211,13455,8
7212,4774,8
7213,708,5
7214,14895,7
7215,18536,14
7216,18488,8
7217,1861,3
7218,14376,6
7219,4382,9
7220,8500,9
7221,11992,7
7222,10568,7
7223,2835,6
7224,10745,6
7225,18355,13
7226,7897,18
7227,10493,17
7228,1953,10
7229,9378,6
7230,9267,1
7231,10163,12
7232,14901,2
7233,12094,11
7234,19869,7
7235,744,6
7236,4218,4
7237,3345,9
7238,18764,5
7239,4639,4
7240,12820,11
7241,286,5
7242,16077,8
7243,860,9
7244,18842,6
7245,15373,10
7246,12118,6
7247,6416,2
7248,5515,6
7249,12591,3
7250,11581,9
7251,5174,3
7252,19896,5
7253,4283,6
7254,18024,2
7255,4374,16
7256,6527,9
7257,18083,4
7258,12688,7
7259,17932,11
7260,8727,9
7261,12223,11
7262,5138,7
7263,1766,3
7264,746,6
7265,10934,1
7266,3690,13
7267,2942,7
7268,12847,17
7269,13711,8
7270,1863,6
7271,6671,3
7272,7954,6
7273,1335,3
7274,8215,2
7275,7011,3
7276,12617,8
7277,2940,7
7278,5175,5
7279,19354,6
7280,11238,22
7281,13479,11
7282,12535,4
7283,10082,10
7284,5909,12
7285,14249,5
7286,848,2
7287,3534,5
7288,8512,12
7289,13039,9
7290,8723,5
7291,5657,7
7292,3580,13
7293,15034,7
7294,1703,6
7295,4852,6
7296,18731,6
7297,17705,8
7298,16048,7
7299,7639,2
7300,1418,4
7301,16119,4
7302,11909,7
7303,10019,2
7304,8378,8
7305,15692,11
7306,9700,9
7307,12483,18
7308,18744,10
7309,15663,18
7310,8898,8
7311,11153,3
7312,5990,7
7313,9523,22
7314,10587,4
7315,9374,7
7316,6117,4
7317,208,6
7318,1918,16
7319,7180,9
7320,12808,12
7321,1188,3
7322,12289,5
7323,8239,9
7324,7087,5
7325,7173,9
7326,4145,8
7327,11038,15
7328,19523,11
7329,14946,11
7330,4158,13
7331,5505,23
7332,19972,3
7333,7145,8
7334,17694,6
7335,7160,6
7336,10425,5
7337,17689,9
7338,4844,12
7339,858,9
7340,15710,1
7341,16763,12
7342,7698,1
7343,19982,3
7344,7560,5
7345,8087,8
7346,14021,6
7347,10567,9
7348,6171,4
7349,3377,4
7350,17300,9
7351,19988,14
7352,17055,6
7353,9396,4
7354,6314,8
7355,3778,2
7356,1686,9
7357,2365,3
7358,6242,20
7359,5776,6
7360,12518,7
7361,18065,9
7362,3231,2
7363,8823,17
7364,2956,14
7365,932,2
7366,17941,8
7367,10058,4
7368,9278,11
7369,8781,6
7370,13449,4
7371,1781,2
7372,733,13
7373,1594,2
7374,16381,8
7375,4446,1
7376,9092,2
7377,8682,8
7378,18081,3
7379,14963,7
7380,5877,3
7381,3162,8
7382,8065,4
7383,18231,2
7384,700,8
7385,7397,9
7386,15655,2
7387,18335,14
7388,13368,6
7389,19198,3
7390,13139,10
7391,13257,12
7392,12116,9
7393,13231,14
7394,7161,14
7395,14269,10
7396,5976,9
7397,11822,4
7398,13774,21
7399,19296,7
7400,19316,7
7401,10747,5
7402,5784,4
7403,19413,3
7404,5609,12
7405,7940,11
7406,7434,8
7407,5469,6
7408,5108,9
7409,11155,3
7410,6774,4
7411,10695,5
7412,17544,9
7413,3154,5
7414,5627,1
7415,12069,1
7416,11802,5
7417,9587,2
7418,2028,1
7419,7612,2
7420,13217,9
7421,18350,8
7422,13686,12
7423,6060,4
7424,14092,23
7425,18724,5
7426,12170,9
7427,9602,7
7428,4929,8
7429,11911,3
7430,9176,7
7431,8628,3
7432,15906,12
7433,1628,1
7434,12915,9
7435,10935,3
7436,512,4
7437,4989,1
7438,11086,7
7439,1982,3
7440,11533,8
7441,595,12
7442,11921,1
7443,924,8
7444,14763,16
7445,9153,2
7446,12489,16
7447,2748,9
7448,9305,9
7449,4473,8
7450,5565,3
7451,896,7
7452,10551,15
7453,8167,8
7454,13553,11
7455,4202,7
7456,8748,9
7457,16137,7
7458,12544,5
7459,15669,3
7460,5156,1
7461,5398,8
7462,9755,6
7463,6816,7
7464,985,2
7465,9025,4
7466,14263,9
7467,14362,10
7468,12060,2
7469,2777,12
7470,12828,7
7471,16711,5
7472,15061,16
7473,9710,1
7474,7157,9
7475,12941,9
7476,304,5
7477,19256,4
7478,12281,6
7479,2772,18
7480,18120,1
7481,13250,8
7482,19664,7
7483,11280,9
7484,6557,16
7485,18655,3
7486,18100,4
7487,1059,1
7488,12010,1
7489,18739,8
7490,18202,2
7491,11509,12
7492,19557,3
7493,12655,3
7494,976,17
7495,14128,8
7496,8543,9
7497,14739,7
7498,12385,8
7499,8981,4
7500,2823,6
7501,12538,13
7502,10086,4
7503,13069,9
7504,6506,15
7505,7505,7
7506,13332,4
7507,17522,6
7508,17532,6
7509,10187,6
7510,5256,9
7511,11,3
7512,4360,1
7513,1330,3
7514,1384,1
7515,1826,8
7516,12759,13
7517,7201,8
7518,14190,5
7519,16515,2
7520,9086,1
7521,12749,3
7522,17323,9
7523,7696,10
7524,6949,6
7525,7471,10
7526,9687,1
7527,8742,3
7528,6766,3
7529,6701,5
7530,19437,1
7531,7445,4
7532,13364,3
7533,4880,8
7534,16215,10
7535,457,3
7536,17647,6
7537,3943,4
7538,19226,8
7539,8405,11
7540,1041,1
7541,7641,6
7542,6639,6
7543,6196,18
7544,14562,9
7545,9904,2
7546,16091,15
7547,11368,10
7548,11414,9
7549,11823,8
7550,12887,9
7551,3844,2
7552,19169,6
7553,8083,6
7554,10755,4
7555,19581,4
7556,12126,12
7557,1267,9
7558,18361,5
7559,1357,7
7560,16249,15
7561,13432,7
7562,18933,14
7563,1020,9
7564,11223,2
7565,6135,1
7566,12112,5
7567,15069,5
7568,18174,3
7569,8250,9
7570,15763,6
7571,11095,11
7572,2221,7
7573,10075,4
7574,11479,5
7575,10698,8
7576,17322,2
7577,15347,3
7578,6453,18
7579,14875,9
7580,9111,11
7581,10651,4
7582,12155,9
7583,3169,3
7584,15213,9
7585,12664,5
7586,9010,8
7587,3980,9
7588,9074,4
7589,10395,1
7590,6569,9
7591,11390,5
7592,1389,11
7593,14342,7
7594,10274,8
7595,2326,5
7596,4005,1
7597,2649,7
7598,15433,4
7599,9475,1
7600,16375,8
7601,6595,9
7602,4050,9
7603,16583,4
7604,8701,8
7605,10194,9
7606,10743,8
7607,4633,8
7608,1584,3
7609,15198,2
7610,2805,1
7611,13560,3
7612,12146,13
7613,4812,9
7614,11760,4
7615,6738,8
7616,14704,2
7617,19837,13
7618,5120,4
7619,11201,1
7620,17302,7
7621,14720,3
7622,15466,2
7623,12511,16
7624,14438,3
7625,3699,10
7626,19933,3
7627,8571,2
7628,3014,10
7629,17593,9
7630,8274,5
7631,17118,4
7632,10928,11
7633,817,5
7634,18985,1
7635,13002,9
7636,17985,5
7637,19063,12
7638,1840,9
7639,19808,2
7640,10691,5
7641,299,1
7642,6635,16
7643,3240,3
7644,19590,12
7645,5081,5
7646,2871,11
7647,18852,9
7648,14187,8
7649,3266,14
7650,10610,2
7651,13765,2
7652,17572,2
7653,17758,2
7654,14669,15
7655,19384,2
7656,7913,1
7657,6967,13
7658,4110,5
7659,17823,10
7660,454,1
7661,2077,5
7662,18531,14
7663,9214,8
7664,17882,7
7665,3359,6
7666,5864,9
7667,227,5
7668,14725,1
7669,19298,8
7670,14865,8
7671,2980,13
7672,10034,7
7673,121,8
7674,6306,9
7675,5361,7
7676,3017,1
7677,11108,3
7678,17854,6
7679,4484,8
7680,17894,3
7681,11940,4
7682,16336,8
7683,16039,6
7684,19311,6
7685,16623,9
7686,4413,8
7687,3358,3
7688,16500,8
7689,8557,2
7690,4163,9
7691,5055,6
7692,4580,14
7693,9895,4
7694,12788,4
7695,7249,2
7696,8245,8
7697,9803,1
7698,16302,1
7699,13518,5
7700,321,3
7701,11991,24
7702,16097,1
7703,2622,8
7704,10775,1
7705,6338,1
7706,6715,4
7707,11920,8
7708,10139,8
7709,7186,9
7710,5224,9
7711,15202,9
7712,4172,5
7713,467,6
7714,2026,6
7715,5532,9
7716,1177,9
7717,13956,7
7718,17241,3
7719,8511,2
7720,7886,7
7721,19909,7
7722,16514,4
7723,19543,1
7724,3482,1
7725,8786,11
7726,11622,9
7727,17492,11
7728,600,13
7729,11723,8
7730,4672,2
7731,772,2
7732,6125,11
7733,17445,7
7734,4662,1
7735,1756,12
7736,18702,3
7737,3518,7
7738,1695,10
7739,16301,4
7740,9122,8
7741,3799,6
7742,12485,2
7743,12294,2
7744,5222,3
7745,2489,6
7746,7044,5
7747,7350,2
7748,16917,1
7749,18310,3
7750,10955,21
7751,14071,4
7752,8840,4
7753,6492,6
7754,12901,3
7755,16610,1
7756,8031,10
7757,4591,3
7758,14228,5
7759,10771,11
7760,517,7
7761,1873,4
7762,5218,1
7763,16130,8
7764,3352,7
7765,13082,5
7766,11278,6
7767,9135,7
7768,6118,1
7769,9608,10
7770,8385,9
7771,14007,2
7772,5132,9
7773,12684,10
7774,1023,6
7775,10664,9
7776,15065,13
7777,12097,1
7778,11786,6
7779,4205,8
7780,3869,6
7781,13786,3
7782,7303,7
7783,1034,1
7784,15892,6
7785,6315,6
7786,6472,15
7787,12666,7
7788,5204,12
7789,18473,17
7790,1634,2
7791,16490,6
7792,19028,9
7793,613,15
7794,16733,1
7795,2371,15
7796,9555,5
7797,4550,20
7798,4124,7
7799,11309,4
7800,5440,2
7801,9688,18
7802,18586,1
7803,3713,5
7804,4476,6
7805,17503,15
7806,10069,4
7807,3620,3
7808,11298,3
7809,18322,1
7810,10484,2
7811,15664,12
7812,12218,1
7813,16136,6
7814,16648,8
7815,17773,3
7816,10176,10
7817,15616,9
7818,11564,7
7819,9023,6
7820,11610,3
7821,6016,12
7822,3326,7
7823,10367,5
7824,15251,3
7825,12693,9
7826,1656,9
7827,17279,8
7828,2208,4
7829,720,7
7830,15352,8
7831,4703,7
7832,6161,8
7833,5936,3
7834,1256,1
7835,3080,8
7836,10919,14
7837,14974,7
7838,4364,3
7839,11513,3
7840,13808,6
7841,3310,1
7842,17166,14
7843,10970,5
7844,11350,1
7845,11664,8
7846,11327,2
7847,2139,3
7848,7063,1
7849,8110,7
7850,11808,5
7851,8046,5
7852,15458,9
7853,1730,4
7854,19502,3
7855,8683,3
7856,11314,5
7857,7869,4
7858,16275,6
7859,3493,9
7860,7740,1
7861,4177,3
7862,12582,12
7863,16178,8
7864,3754,5
7865,6984,6
7866,594,5
7867,12098,11
7868,7327,6
7869,11491,1
7870,13077,4
7871,5402,11
7872,9024,3
7873,8183,7
7874,4805,1
7875,893,8
7876,19350,3
7877,15528,9
7878,3843,3
7879,6192,2
7880,4330,5
7881,11609,12
7882,6372,1
7883,14206,8
7884,15365,7
7885,1342,5
7886,5594,1
7887,6229,5
7888,3553,9
7889,11214,9
7890,6105,6
7891,8038,5
7892,9350,6
7893,10291,7
7894,5144,5
7895,19196,11
7896,14615,6
7897,6421,3
7898,6802,7
7899,17395,5
7900,18543,2
7901,5246,9
7902,6872,6
7903,1853,9
7904,12787,8
7905,2714,5
7906,1421,4
7907,14319,1
7908,828,2
7909,18424,2
7910,12292,12
7911,13360,11
7912,10615,2
7913,8559,9
7914,15602,18
7915,18838,1
7916,18207,1
7917,4946,4
7918,13448,8
7919,6301,8
7920,9466,8
7921,19584,8
7922,11197,2
7923,1899,7
7924,18274,9
7925,13571,7
7926,946,2
7927,18509,9
7928,15077,5
7929,13104,4
7930,15165,8
7931,18371,8
7932,5353,19
7933,4120,8
7934,6641,7
7935,9114,6
7936,10067,1
7937,22,1
7938,12396,5
7939,16863,2
7940,529,7
7941,16762,9
7942,10750,10
7943,17540,9
7944,4951,6
7945,5823,3
7946,4762,2
7947,5404,9
7948,14211,18
7949,2082,3
7950,578,9
7951,5716,1
7952,19929,5
7953,2652,8
7954,5939,6
7955,16579,8
7956,12848,8
7957,9341,9
7958,1510,2
7959,13218,10
7960,1749,5
7961,9527,9
7962,9941,9
7963,6238,4
7964,18566,7
7965,13889,2
7966,4154,17
7967,18819,1
7968,11618,7
7969,8383,11
7970,14613,2
7971,3811,8
7972,9921,1
7973,5985,9
7974,14111,4
7975,11221,11
7976,14069,3
7977,17652,8
7978,14051,1
7979,13691,8
7980,6630,11
7981,19096,9
7982,4845,6
7983,1278,3
7984,6017,13
7985,5896,6
7986,4457,7
7987,18148,3
7988,14670,3
7989,14457,16
7990,13234,3
7991,19879,11
7992,5682,24
7993,10526,4
7994,3287,18
7995,12414,6
7996,11395,2
7997,16040,3
7998,11195,3
7999,14446,5
8000,10942,6
8001,13243,5
8002,5527,3
8003,10511,8
8004,10105,3
8005,19927,1
8006,6593,3
8007,17756,9
8008,8112,10
8009,501,7
8010,5566,5
8011,3611,6
8012,7187,4
8013,13452,19
8014,12537,11
8015,7110,2
8016,143,5
8017,14646,8
8018,14231,4
8019,11430,7
8020,5984,9
8021,17788,9
8022,19171,2
8023,7129,8
8024,4676,16
8025,1800,2
8026,8209,4
8027,7015,6
8028,17633,2
8029,6273,1
8030,9604,1
8031,5202,4
8032,5109,8
8033,14868,12
8034,17980,3
8035,16960,5
8036,12932,9
8037,9515,9
8038,16067,11
8039,19792,6
8040,3570,9
8041,11360,7
8042,115,6
8043,13477,8
8044,10220,9
8045,3826,11
8046,4797,9
8047,10087,2
8048,5662,14
8049,17457,10
8050,7818,6
8051,7000,5
8052,127,11
8053,1285,6
8054,7937,2
8055,13281,18
8056,8442,1
8057,16893,7
8058,5820,6
8059,5407,6
8060,3503,7
8061,7616,3
8062,8837,6
8063,1924,5
8064,18287,8
8065,1447,5
8066,153,5
8067,12719,9
8068,7252,19
8069,7592,9
8070,19712,4
8071,10741,7
8072,17546,8
8073,15844,6
8074,2218,7
8075,10912,9
8076,3392,16
8077,11057,13
8078,19768,7
8079,1203,3
8080,7345,14
8081,4235,17
8082,14893,4
8083,2945,8
8084,4135,9
8085,3,4
8086,11049,3
8087,5370,9
8088,12296,13
8089,18115,4
8090,921,8
8091,14621,12
8092,6089,9
8093,2012,7
8094,2446,4
8095,3469,6
8096,14581,10
8097,5488,6
8098,2904,6
8099,15507,6
8100,12005,6
8101,18787,6
8102,11435,14
8103,9346,13
8104,7584,9
8105,18563,8
8106,5429,6
8107,1870,16
8108,14570,5
8109,3099,3
8110,14953,5
8111,10324,2
8112,12215,7
8113,19460,9
8114,387,7
8115,13949,4
8116,13485,16
8117,2597,11
8118,13881,10
8119,8866,6
8120,18308,2
8121,2716,7
8122,7233,7
8123,8622,11
8124,5464,8
8125,2531,5
8126,7377,12
8127,5243,8
8128,15612,1
8129,6972,11
8130,18594,5
8131,5688,12
8132,13136,13
8133,793,6
8134,2380,4
8135,702,3
8136,15920,7
8137,14898,7
8138,7838,5
8139,14359,4
8140,14152,9
8141,19967,10
8142,2156,5
8143,9670,8
8144,12658,9
8145,13140,4
8146,12321,2
8147,10084,4
8148,8730,18
8149,318,7
8150,14393,10
8151,18511,8
8152,4996,1
8153,5379,3
8154,7571,5
8155,593,2
8156,7789,5
8157,12519,8
8158,19114,5
8159,3790,7
8160,3419,9
8161,3971,5
8162,18650,5
8163,154,8
8164,11244,1
8165,16110,8
8166,14694,6
8167,14397,10
8168,9477,1
8169,8999,5
8170,17910,3
8171,14157,3
8172,8872,8
8173,18082,5
8174,14788,1
8175,18959,1
8176,18624,2
8177,17052,6
8178,351,8
8179,7847,5
8180,2318,9
8181,15323,6
8182,970,4
8183,11776,5
8184,1974,6
8185,732,19
8186,1711,8
8187,10839,9
8188,10293,6
8189,16911,11
8190,17345,1
8191,3893,5
8192,10478,16
8193,17840,3
8194,3633,4
8195,12344,1
8196,3625,8
8197,5816,10
8198,9078,10
8199,5795,9
8200,4349,7
8201,18485,1
8202,13064,2
8203,17776,8
8204,18049,7
8205,12204,10
8206,5408,1
8207,10649,4
8208,3134,8
8209,14607,7
8210,13031,13
8211,19915,4
8212,12168,8
8213,9444,9
8214,13606,11
8215,19194,8
8216,18851,6
8217,634,8
8218,8332,2
8219,8603,8
8220,9370,6
8221,2995,5
8222,19267,9
8223,1771,3
8224,2225,6
8225,4722,3
8226,3458,5
8227,15236,8
8228,2509,22
8229,3816,8
8230,5734,5
8231,19116,7
8232,3679,8
8233,5295,7
8234,16890,2
8235,8863,5
8236,12256,4
8237,3128,8
8238,2440,8
8239,14405,7
8240,10818,9
8241,15709,3
8242,13939,15
8243,17213,5
8244,4541,2
8245,14783,2
8246,9337,13
8247,2398,19
8248,5647,3
8249,5105,2
8250,16798,6
8251,7253,2
8252,10114,8
8253,10127,9
8254,1427,8
8255,12283,2
8256,10965,9
8257,5724,6
8258,303,6
8259,14553,4
8260,13796,8
8261,1849,1
8262,1149,10
8263,4187,10
8264,2570,4
8265,8794,7
8266,16507,5
8267,7801,5
8268,18151,2
8269,17249,6
8270,14176,5
8271,6278,17
8272,1513,4
8273,7437,3
8274,1871,6
8275,5417,3
8276,19580,4
8277,2924,13
8278,18740,5
8279,16894,1
8280,2036,4
8281,1047,4
8282,11960,11
8283,2660,3
8284,6383,4
8285,16129,3
8286,11524,16
8287,11621,14
8288,10908,3
8289,12379,2
8290,10301,7
8291,9825,6
8292,2778,9
8293,2537,3
8294,1893,5
8295,15848,6
8296,934,5
8297,15483,29
8298,370,5
8299,7485,8
8300,15275,16
8301,5926,6
8302,16697,11
8303,18297,3
8304,9064,7
8305,2525,7
8306,11056,6
8307,854,1
8308,10926,5
8309,12433,1
8310,11426,3
8311,17312,1
8312,12229,3
8313,11471,7
8314,5220,9
8315,4694,1
8316,14561,8
8317,19585,11
8318,18374,13
8319,17366,4
8320,11939,3
8321,8098,13
8322,7555,1
8323,5523,7
8324,7947,6
8325,16688,5
8326,4456,1
8327,9026,14
8328,17421,8
8329,18263,25
8330,11579,5
8331,6712,6
8332,2883,7
8333,5617,6
8334,11824,1
8335,17313,3
8336,715,8
8337,16230,12
8338,235,2
8339,12096,3
8340,11236,3
8341,16520,8
8342,10469,5
8343,12421,6
8344,19111,4
8345,19888,6
8346,4006,10
8347,11103,6
8348,10238,14
8349,3605,9
8350,6695,5
8351,17495,11
8352,13210,11
8353,11269,2
8354,7992,4
8355,17436,7
8356,16834,7
8357,9461,6
8358,8396,2
8359,15648,16
8360,77,4
8361,6459,7
8362,15707,9
8363,6065,10
8364,13159,14
8365,15865,16
8366,14819,3
8367,17062,6
8368,9575,4
8369,16646,11
8370,1609,9
8371,14382,8
8372,11903,3
8373,17885,8
8374,939,14
8375,1164,9
8376,8358,1
8377,11825,4
8378,13208,9
8379,14699,8
8380,19820,5
8381,11617,1
8382,333,8
8383,4809,10
8384,9982,15
8385,14804,3
8386,15505,10
8387,18359,4
8388,9016,3
8389,8737,12
8390,19485,26
8391,8349,5
8392,10337,13
8393,18677,1
8394,17905,7
8395,10655,4
8396,19058,6
8397,15393,8
8398,15173,2
8399,18757,17
8400,19640,3
8401,15744,3
8402,8185,8
8403,17008,4
8404,7117,1
8405,14700,10
8406,14484,13
8407,1901,9
8408,1884,8
8409,15824,4
8410,10265,5
8411,17921,3
8412,6198,7
8413,16976,1
8414,365,5
8415,5281,7
8416,12268,12
8417,157,5
8418,2775,7
8419,10091,6
8420,15633,9
8421,8921,11
8422,313,15
8423,18368,5
8424,15628,8
8425,3325,15
8426,3388,7
8427,137,5
8428,15147,12
8429,19153,6
8430,9887,6
8431,1972,7
8432,5258,8
8433,17255,5
8434,1131,4
8435,19097,5
8436,6227,5
8437,18187,9
8438,11791,8
8439,742,2
8440,18712,11
8441,7651,9
8442,16691,8
8443,1158,19
8444,753,7
8445,12428,7
8446,15132,9
8447,6413,5
8448,19839,1
8449,272,6
8450,14848,18
8451,1437,8
8452,5169,5
8453,10959,3
8454,6710,8
8455,9456,4
8456,16951,3
8457,17140,8
8458,9248,6
8459,2438,9
8460,17861,17
8461,11537,8
8462,9195,2
8463,6274,8
8464,309,3
8465,18603,5
8466,4344,9
8467,10138,10
8468,5741,4
8469,9091,9
8470,8833,7
8471,18949,2
8472,14219,13
8473,16023,7
8474,15426,2
8475,4765,10
8476,6049,6
8477,12178,7
8478,16298,4
8479,17907,7
8480,9376,9
8481,117,11
8482,6360,9
8483,2434,5
8484,7121,9
8485,11744,15
8486,2657,10
8487,17651,9
8488,16466,8
8489,8896,11
8490,3149,13
8491,2984,12
8492,16218,2
8493,8441,6
8494,5133,9
8495,11005,8
8496,11330,3
8497,18691,2
8498,2993,23
8499,14792,8
8500,12886,8
8501,1119,1
8502,506,5
8503,19204,8
8504,5493,2
8505,12026,3
8506,15452,2
8507,17362,6
8508,3204,5
8509,13714,1
8510,7072,1
8511,2655,6
8512,12012,8
8513,17736,8
8514,16619,3
8515,1486,13
8516,1461,6
8517,19665,6
8518,13392,1
8519,4357,5
8520,11370,12
8521,7140,1
8522,3777,3
8523,10365,8
8524,15372,7
8525,5498,3
8526,466,3
8527,17428,5
8528,7503,4
8529,4128,2
8530,10562,9
8531,1778,5
8532,15379,1
8533,12037,11
8534,2307,3
8535,5198,6
8536,6042,3
8537,1058,9
8538,10123,3
8539,9580,2
8540,16280,12
8541,14586,3
8542,15241,2
8543,12785,16
8544,231,8
8545,17139,17
8546,2917,10
8547,2774,5
8548,17558,1
8549,10665,1
8550,1648,11
8551,4167,7
8552,12104,3
8553,11914,3
8554,15957,8
8555,14828,13
8556,10731,6
8557,18833,16
8558,13625,8
8559,13195,2
8560,9681,8
8561,2211,1
8562,12398,1
8563,15512,8
8564,10643,6
8565,19202,9
8566,7973,17
8567,8161,1
8568,5292,8
8569,12656,9
8570,11030,9
8571,19237,1
8572,16560,4
8573,13531,2
8574,1769,14
8575,19379,6
8576,7425,5
8577,1902,4
8578,4522,14
8579,19874,15
8580,17740,14
8581,2849,5
8582,1276,15
8583,10061,9
8584,13026,2
8585,145,1
8586,4867,9
8587,7221,9
8588,485,8
8589,15651,5
8590,3965,5
8591,17942,8
8592,8769,6
8593,12747,5
8594,2763,8
8595,17051,2
8596,1453,16
8597,11088,14
8598,17511,4
8599,19193,7
8600,15272,4
8601,10077,8
8602,17611,2
8603,2747,5
8604,1195,8
8605,14924,7
8606,16701,12
8607,17259,7
8608,17999,6
8609,1575,1
8610,17757,6
8611,15773,5
8612,11692,7
8613,10241,1
8614,12987,7
8615,7979,13
8616,4217,3
8617,14863,9
8618,1492,4
8619,13428,8
8620,2043,10
8621,15673,9
8622,1483,8
8623,12671,7
8624,18073,3
8625,4436,2
8626,12013,3
8627,1110,9
8628,16823,2
8629,3118,13
8630,3640,7
8631,3113,2
8632,5318,9
8633,2788,9
8634,12154,1
8635,2663,6
8636,18927,2
8637,17188,5
8638,1027,14
8639,11325,18
8640,17054,1
8641,19199,8
8642,7309,9
8643,2880,3
8644,7360,2
8645,17915,4
8646,5622,3
8647,4469,13
8648,4987,6
8649,4661,3
8650,3257,7
8651,5510,2
8652,13529,13
8653,67,5
8654,18633,5
8655,9200,11
8656,11246,8
8657,12724,2
8658,673,7
8659,1377,1
8660,17065,1
8661,2066,3
8662,17250,5
8663,14786,7
8664,2383,8
8665,1638,9
8666,2086,4
8667,6605,5
8668,7365,6
8669,9457,9
8670,3313,12
8671,11551,3
8672,1980,9
8673,3043,3
8674,18595,4
8675,284,9
8676,2368,9
8677,1254,17
8678,13826,7
8679,16694,8
8680,14760,5
8681,19471,6
8682,15605,3
8683,3023,16
8684,12975,1
8685,15138,5
8686,588,9
8687,17314,4
8688,12164,3
8689,206,6
8690,5460,1
8691,16210,8
8692,14390,7
8693,3508,5
8694,4881,3
8695,9903,4
8696,1459,13
8697,14833,2
8698,17746,5
8699,4311,6
8700,4582,7
8701,15172,12
8702,3103,1
8703,4011,9
8704,3369,2
8705,4400,19
8706,5891,5
8707,5941,7
8708,14938,1
8709,10718,16
8710,17339,5
8711,654,7
8712,16557,11
8713,7941,6
8714,8970,2
8715,6287,13
8716,15166,4
8717,15996,9
8718,10939,5
8719,16529,2
8720,8947,8
8721,12945,5
8722,16369,16
8723,10218,4
8724,5032,13
8725,15150,7
8726,15223,7
8727,10211,8
8728,8915,18
8729,7856,1
8730,2548,19
8731,13874,9
8732,8496,2
8733,3877,5
8734,15394,9
8735,13125,9
8736,8678,6
8737,9845,18
8738,2363,1
8739,12994,3
8740,18105,8
8741,10467,11
8742,19159,4
8743,1795,3
8744,4905,1
8745,14930,8
8746,13111,1
8747,10737,9
8748,999,6
8749,7747,9
8750,482,2
8751,5675,12
8752,3937,2
8753,6162,4
8754,19320,9
8755,3691,3
8756,1651,7
8757,3389,1
8758,13454,9
8759,12584,5
8760,12675,2
8761,15702,4
8762,18098,6
8763,6679,8
8764,18799,12
8765,11908,8
8766,18631,6
8767,2461,5
8768,7229,3
8769,13918,2
8770,12050,10
8771,16414,10
8772,8899,4
8773,3939,7
8774,11615,4
8775,3147,2
8776,3989,4
8777,18325,8
8778,5426,1
8779,16553,14
8780,104,5
8781,14355,2
8782,7753,4
8783,19134,3
8784,1988,4
8785,8489,12
8786,10309,15
8787,11075,1
8788,9827,11
8789,8327,8
8790,16020,7
8791,9329,1
8792,11499,8
8793,6190,4
8794,9043,17
8795,13173,9
8796,7037,8
8797,1652,7
8798,3241,14
8799,11322,6
8800,14277,14
8801,13401,8
8802,18988,4
8803,18552,4
8804,5966,6
8805,8631,8
8806,445,13
8807,16339,9
8808,14472,5
8809,889,2
8810,4855,4
8811,5791,9
8812,15675,3
8813,9035,4
8814,8434,6
8815,14103,3
8816,5331,6
8817,692,1
8818,8914,9
8819,7375,9
8820,5410,5
8821,10204,7
8822,6380,10
8823,11980,1
8824,3567,9
8825,17700,1
8826,9205,2
8827,9990,4
8828,603,6
8829,8192,14
8830,8768,8
8831,7,5
8832,3261,4
8833,4604,23
8834,10333,5
8835,16504,4
8836,757,7
8837,12086,4
8838,13864,4
8839,13085,9
8840,1600,4
8841,15025,8
8842,3782,9
8843,14772,8
8844,18106,12
8845,9781,10
8846,13311,13
8847,13703,7
8848,16219,9
8849,2847,6
8850,15871,4
8851,10165,2
8852,8877,4
8853,17068,5
8854,16166,8
8855,19628,1
8856,3413,9
8857,3363,4
8858,6247,21
8859,4180,9
8860,4488,7
8861,7763,12
8862,3485,1
8863,3228,7
8864,7007,5
8865,4908,1
8866,8275,5
8867,8169,13
8868,9081,7
8869,16474,9
8870,2859,7
8871,861,11
8872,13007,6
8873,2269,6
8874,162,2
8875,15982,1
8876,6777,8
8877,14529,12
8878,797,6
8879,2500,17
8880,7562,9
8881,4233,9
8882,1095,13
8883,16957,4
8884,12742,7
8885,237,2
8886,16123,5
8887,337,2
8888,15411,4
8889,15827,7
8890,4656,2
8891,8165,8
8892,12929,8
8893,9225,5
8894,14675,1
8895,4505,10
8896,200,1
8897,10611,8
8898,4339,17
8899,12056,4
8900,8389,5
8901,10498,8
8902,2585,1
8903,5931,6
8904,19317,20
8905,3576,2
8906,5711,9
8907,6265,9
8908,990,7
8909,9787,6
8910,17419,11
8911,905,4
8912,4822,9
8913,1532,3
8914,2629,5
8915,16706,4
8916,16636,1
8917,3708,1
8918,19658,15
8919,12152,2
